year,Country_no,Country,GDP_G,INF,UNEMP,TRADE,POPTOL,GDP_CAPG,CPI_S,CPI_R,INC1,INC50
2012,20,papua new guinea,4.657119597,4.537205082,2.54399991,131.082911,8026545,1.7897666,25,149,0.164,0.0484
2013,20,papua new guinea,3.824946328,4.96031746,2.546000004,131.082911,8245627,1.066371766,25,143,0.1639,0.0486
2014,20,papua new guinea,13.54377062,5.222117202,2.375,131.082911,8464153,10.6123177,25,144,0.1636,0.0488
2015,20,papua new guinea,6.578356323,5.995957781,2.476000071,131.082911,8682174,3.902031266,25,139,0.1628,0.0488
2016,20,papua new guinea,5.489573153,6.673728814,2.483999968,131.082911,8899169,2.917343102,28,136,0.1636,0.0488
2017,20,papua new guinea,3.534610818,5.42204568,2.506999969,131.082911,9114796,1.085312169,29,135,0.1641,0.0488
2018,20,papua new guinea,-0.279252285,4.374489215,2.563999891,131.082911,9329227,-2.571319961,28,138,0.164,0.0488
2019,20,papua new guinea,4.480430622,3.928672909,2.448999882,131.082911,9542486,2.145463386,28,137,0.1637,0.0488
2020,20,papua new guinea,-3.167381176,4.871673986,2.595000029,131.082911,9749640,-5.224817586,27,142,0.1637,0.0488
2021,20,papua new guinea,0.3,4.48359014,2.752000093,131.082911,9949437,-1.714148047,31,124,0.1637,0.0488
1995,21,indonesia,8.220007399,9.420323216,4.59800005,53.95859006,198140162,6.465882891,19.4,41,0.1902,0.0422
1996,21,indonesia,7.818187077,7.973280856,4.860000134,52.26474366,201373791,6.086859406,26.5,45,0.1951,0.042
1997,21,indonesia,4.699878854,6.226141634,4.679999828,55.99385881,204628007,3.034828082,27.2,46,0.1688,0.0431
1998,21,indonesia,-13.12672549,58.45104447,5.460000038,96.18619236,207855486,-14.47565149,20,80,0.1399,0.044
1999,21,indonesia,0.791126082,20.47783111,6.360000134,62.94391286,210996910,-0.709500929,17,96,0.1358,0.0461
2000,21,indonesia,4.920067747,3.68861916,6.079999924,71.43687592,214072421,3.412714203,17,85,0.137,0.0479
2001,21,indonesia,3.643466447,11.50011488,6.079999924,69.79320753,217112437,2.192246975,19,88,0.1467,0.0483
2002,21,indonesia,4.499475391,11.90011757,6.599999905,59.07946177,220115092,3.073967174,19,96,0.1429,0.0486
2003,21,indonesia,4.780369122,6.757317194,6.659999847,53.61649375,223080121,3.387699835,19,122,0.1388,0.0484
2004,21,indonesia,5.030873945,6.064059885,7.300000191,59.76129484,225938595,3.702070328,20,133,0.1517,0.0477
2005,21,indonesia,5.692571304,10.45319842,7.940000057,63.98793587,228805144,4.368418668,22,137,0.1612,0.0465
2006,21,indonesia,5.500951785,13.1086721,7.550000191,56.65712681,231797427,4.13903544,24,130,0.154,0.0469
2007,21,indonesia,6.345022227,6.406562813,8.06000042,54.82924998,234858289,4.959048417,23,143,0.1584,0.0472
2008,21,indonesia,6.0137036,10.22666455,7.210000038,58.56139963,237936543,4.642173599,26,126,0.1812,0.0463
2009,21,indonesia,4.628871183,4.38641555,6.110000134,45.51212137,240981299,3.30690394,28,111,0.2015,0.0472
2010,21,indonesia,6.223854181,5.134204008,5.610000134,46.70127388,244016173,4.90272858,28,116,0.1636,0.0465
2011,21,indonesia,6.169784208,5.35604779,5.150000095,50.18001318,247099697,4.844905701,30,100,0.1756,0.0448
2012,21,indonesia,6.030050653,4.279499996,4.46999979,49.5828983,250222695,4.70670292,32,117,0.1748,0.0446
2013,21,indonesia,5.557263689,6.412513302,4.340000153,48.63737268,253275918,4.284778457,32,113,0.1703,0.0447
2014,21,indonesia,5.006668426,6.394925408,4.050000191,48.08017559,256229761,3.796140768,34,106,0.1706,0.0448
2015,21,indonesia,4.8763223,6.363121131,4.510000229,41.93764024,259091970,3.717745469,36,88,0.1808,0.0447
2016,21,indonesia,5.033069183,3.525805157,4.300000191,37.4213418,261850182,3.926698091,37,90,0.1582,0.0448
2017,21,indonesia,5.069785901,3.80879807,3.880000114,39.35549707,264498852,4.017625608,37,96,0.1553,0.0449
2018,21,indonesia,5.17429154,3.198346416,4.400000095,43.07430896,267066843,4.162984291,38,89,0.1785,0.045
2019,21,indonesia,5.01928768,3.03058665,3.619999886,37.62777754,269582878,4.039135657,40,85,0.1785,0.045
2020,21,indonesia,-2.065004941,1.920968006,4.28000021,32.97559557,271857970,-2.884591447,37,102,0.1785,0.0452
2021,21,indonesia,3.691240112,1.560129905,4.413000107,40.42276773,273753191,2.97337518,38,96,0.1785,0.0451
1995,22,brunei darussalam,4.47870734,5.966641395,5.184000015,115.5439642,299097,1.976921959,55,39,0.1244,0.0467
1996,22,brunei darussalam,2.878317747,1.99613651,5.236999989,120.5739637,306196,0.49313578,55,39,0.1244,0.0467
1997,22,brunei darussalam,-1.471171572,1.711560045,5.191999912,115.6796683,313215,-3.679156013,55,39,0.1244,0.0417
1998,22,brunei darussalam,-0.558508851,-0.44137931,5.331999779,107.8761062,320152,-2.713190453,55,39,0.1244,0.0417
1999,22,brunei darussalam,3.052157142,-0.415627598,5.574999809,104.2195716,327045,0.88016699,55,39,0.1244,0.0467
2000,22,brunei darussalam,2.849421858,1.558152476,5.677999973,103.1716255,333926,0.730069451,55,39,0.1244,0.0467
2001,22,brunei darussalam,2.744040518,0.595890411,5.784999847,108.7188707,340748,0.687036971,55,39,0.1244,0.0467
2002,22,brunei darussalam,3.872096967,-2.314972425,5.940999985,108.7479691,347463,1.864685729,55,39,0.1244,0.0467
2003,22,brunei darussalam,2.903955477,0.3,6.012000084,105.2584676,354045,0.990882746,55,39,0.1244,0.0468
2004,22,brunei darussalam,0.504318253,0.814223995,6.020999908,100.5895707,360461,-1.284601231,55,39,0.1244,0.0468
2005,22,brunei darussalam,0.387507208,1.244437119,6.125,97.45761662,366717,-1.3250511,55,39,0.1244,0.0464
2006,22,brunei darussalam,4.397719678,0.159888078,6.409999847,96.94114936,372808,2.692052121,55,39,0.123,0.0459
2007,22,brunei darussalam,0.154581812,0.96777412,6.333000183,95.75046726,378748,-1.416167647,55,39,0.1229,0.0456
2008,22,brunei darussalam,-1.939714638,2.084980237,6.348999977,105.9138441,384568,-3.423745709,55,39,0.1229,0.0462
2009,22,brunei darussalam,-1.764535541,1.035717743,6.465000153,108.5726365,390311,-3.209963091,55,39,0.1252,0.047
2010,22,brunei darussalam,2.598965746,0.356869132,6.774000168,95.36894596,396053,1.111479826,55,41,0.1253,0.0474
2011,22,brunei darussalam,3.745318352,0.137911563,6.940999985,99.53654036,401506,2.336315197,55,43,0.1241,0.0478
2012,22,brunei darussalam,0.912841671,0.111766261,6.915999889,105.641024,406634,-0.359754944,55,45,0.124,0.0483
2013,22,brunei darussalam,-2.126028517,0.389205053,6.880000114,110.9368788,411702,-3.330844835,60,37,0.1256,0.0486
2014,22,brunei darussalam,-2.508352566,-0.207108732,6.96999979,102.4209688,416656,-3.667518932,59.33333333,38.33333333,0.1288,0.049
2015,22,brunei darussalam,-0.39238375,-0.488347421,7.784999847,89.89379008,421437,-1.522384232,58.66666667,39.66666667,0.1303,0.049
2016,22,brunei darussalam,-2.477917718,-0.278693266,8.383000374,87.31826708,425994,-3.521143982,58,41,0.1325,0.049
2017,22,brunei darussalam,1.328602552,-1.260505646,9.319999695,85.17674905,430276,0.320205439,62,32,0.1321,0.049
2018,22,brunei darussalam,0.052237791,1.025051793,8.699999809,93.89631987,434274,-0.868860057,63,31,0.1314,0.049
2019,22,brunei darussalam,3.869109865,-0.390522069,6.920000076,108.5096584,438048,2.974226152,60,35,0.1314,0.049
2020,22,brunei darussalam,1.13357335,1.940319966,7.68200016,110.2910037,441725,0.291718917,60,35,0.1314,0.049
2021,22,brunei darussalam,-1.59076248,1.733413885,7.649000168,147.1231127,445373,-2.396821442,60,35,0.1314,0.049
1995,23,australia,3.887106294,4.6277666,8.470000267,37.70663074,18004882,2.736499286,88,7,0.084,0.0517
1996,23,australia,3.856841227,2.615384615,8.510000229,38.236017,18224767,2.603790281,86,10,0.0827,0.0517
1997,23,australia,3.912835473,0.224887556,8.359999657,37.98335693,18423037,2.794518342,88.6,8,0.0869,0.0517
1998,23,australia,4.613356892,0.86013463,7.679999828,39.99405994,18607584,3.575818587,87,11,0.0901,0.0517
1999,23,australia,4.956324506,1.483129403,6.869999886,39.05611309,18812264,3.81438537,87,12,0.1002,0.0515
2000,23,australia,3.901171371,4.457435148,6.28000021,40.96698683,19028802,2.71882937,83,13,0.1059,0.0514
2001,23,australia,2.041417338,4.407135362,6.739999771,44.25035649,19274701,0.739613358,85,11,0.0965,0.0516
2002,23,australia,3.993589865,2.981574539,6.369999886,41.47167985,19495210,2.817325413,86,11,0.1017,0.0515
2003,23,australia,3.111398208,2.732595966,5.929999828,40.2223014,19720737,1.932212851,88,8,0.1069,0.0515
2004,23,australia,4.216633273,2.343255225,5.389999866,37.02971214,19932722,3.108286755,88,9,0.1117,0.0514
2005,23,australia,3.15375271,2.691831683,5.03000021,39.18259407,20176844,1.905683368,88,9,0.1124,0.0513
2006,23,australia,2.740635704,3.555287737,4.78000021,41.58778021,20450966,1.363514029,87,9,0.124,0.051
2007,23,australia,3.777916783,2.327611289,4.380000114,42.03654561,20827622,1.901150677,86,11,0.1192,0.0513
2008,23,australia,3.568270032,4.35029855,4.230000019,42.86407277,21249199,1.5135102,87,9,0.1062,0.0515
2009,23,australia,1.870486961,1.771117166,5.559999943,45.74675662,21691653,-0.20740929,87,8,0.1127,0.0513
2010,23,australia,2.20656631,2.918340027,5.210000038,40.52033064,22031750,0.628836598,87,8,0.1149,0.0513
2011,23,australia,2.391385132,3.303850156,5.079999924,41.84255109,22340024,0.978468035,88,8,0.1094,0.0513
2012,23,australia,3.902007806,1.762780156,5.21999979,43.1667351,22733465,2.10380811,85,7,0.1165,0.0508
2013,23,australia,2.578754288,2.449888641,5.659999847,41.27489915,23128129,0.828325558,81,9,0.1248,0.0505
2014,23,australia,2.579017112,2.487922705,6.079999924,42.47174241,23475686,1.060337085,80,11,0.1191,0.0505
2015,23,australia,2.152735906,1.508366722,6.050000191,41.62310841,23815995,0.693065823,79,13,0.1182,0.0507
2016,23,australia,2.730547992,1.276990945,5.710000038,40.82283483,24190907,1.13842434,79,13,0.1143,0.051
2017,23,australia,2.282183642,1.948647409,5.590000153,41.95134487,24594202,0.604963408,77,13,0.128,0.0505
2018,23,australia,2.883045123,1.911400944,5.300000191,43.38954812,24966643,1.348282752,77,13,0.1123,0.0503
2019,23,australia,2.171396224,1.610767873,5.159999847,45.8267257,25340217,0.665151145,77,12,0.1128,0.0504
2020,23,australia,-0.050885336,0.846905537,6.460000038,44.23343408,25655289,-1.278358059,77,11,0.1128,0.0506
2021,23,australia,2.236212439,2.863910422,5.111999989,39.87004541,25688079,2.105711229,73,18,0.1128,0.0499
1995,24,pakistan,4.962609148,12.34357852,0.603999972,36.13275367,133117476,1.90928657,22.5,39,0.164,0.0483
1996,24,pakistan,4.846581284,10.37380859,0.600000024,38.33012683,137234810,1.700962517,10,53,0.1665,0.0483
1997,24,pakistan,1.014396014,11.37549289,0.542999983,36.8522661,141330267,-1.912790951,25.3,48,0.1764,0.0474
1998,24,pakistan,2.550234295,6.228004154,0.56099999,34.01172518,145476106,-0.372285234,27,71,0.1856,0.0458
1999,24,pakistan,3.660132743,4.142637181,0.573000014,32.31996281,149694462,0.739013705,22,87,0.1817,0.0465
2000,24,pakistan,4.260088012,4.366664513,0.578999996,25.36342969,154369924,1.102322127,22.5,83,0.1769,0.0472
2001,24,pakistan,3.554418216,3.148261446,0.564999998,27.63004524,159217727,0.401431242,23,79,0.1717,0.0475
2002,24,pakistan,2.508337724,3.290344726,0.547999978,27.63380672,163262807,-0.031459517,26,77,0.1731,0.0473
2003,24,pakistan,5.777033992,2.914134701,0.589999974,29.79639645,166876680,3.486331857,25,92,0.1754,0.047
2004,24,pakistan,7.546860015,7.444624693,0.612999976,27.54962543,170648620,5.169692809,21,129,0.1752,0.0468
2005,24,pakistan,6.518778074,9.06332737,0.592999995,32.15442914,174372098,4.244215049,21,144,0.193,0.0453
2006,24,pakistan,5.898984442,7.921084401,0.579999983,35.68172966,178069984,3.699835752,22,142,0.1809,0.0466
2007,24,pakistan,4.832817277,7.598684411,0.400000006,32.99042857,181924521,2.6116655,24,138,0.1692,0.0475
2008,24,pakistan,1.701405466,20.28612109,0.419999987,35.59420149,185931955,-0.490588214,25,134,0.1642,0.0479
2009,24,pakistan,2.831658519,13.64776506,0.540000021,32.07184826,190123222,0.564734298,24,139,0.1623,0.0482
2010,24,pakistan,1.606688629,12.93887056,0.649999976,32.86892658,194454498,-0.656496931,23,146,0.1645,0.0482
2011,24,pakistan,2.748405917,11.91609271,0.800000012,32.93990515,198602738,0.60228723,25,134,0.1685,0.0476
2012,24,pakistan,3.50703342,9.682351861,1.847000003,32.80550221,202205861,1.662633011,27,138,0.1665,0.0479
2013,24,pakistan,4.396456634,7.692156119,2.950000048,33.33359868,205337562,2.804256529,28,126,0.1643,0.0483
2014,24,pakistan,4.674707982,7.189384028,1.830000043,30.90124462,208251628,3.209994306,29,125,0.169,0.0473
2015,24,pakistan,4.731147475,2.529328173,3.569999933,27.65467252,210969298,3.382018952,30,117,0.1726,0.0458
2016,24,pakistan,5.526735845,3.765119164,3.779000044,24.70157951,213524840,4.263753957,32,116,0.1702,0.0459
2017,24,pakistan,4.432625907,4.08537368,3.915999889,25.47203641,216379655,3.05478922,32,117,0.1684,0.0459
2018,24,pakistan,6.151702611,5.078057259,4.079999924,27.62605637,219731479,4.532445206,33,117,0.1665,0.0459
2019,24,pakistan,2.497636929,10.5783618,3.542000055,28.9055758,223293280,0.862674222,32,120,0.1665,0.0459
2020,24,pakistan,-1.274087443,9.739993139,4.302999973,26.71628046,227196741,-2.97029465,31,124,0.1665,0.0459
2021,24,pakistan,6.487086774,9.496210561,4.352000237,27.05014373,231402117,4.551848476,28,140,0.1665,0.0459
1995,25,thailand,8.120315346,5.818181818,1.100000024,89.75617494,59424834,6.637786546,27.9,34,0.2271,0.0045
1996,25,thailand,5.651944465,5.805105547,1.070000052,84.274148,60211096,4.272296615,33.3,37,0.2222,0.0047
1997,25,thailand,-2.753575153,5.625797471,0.870000005,95.05179065,60989108,-3.994106257,30.6,39,0.2079,0.0047
1998,25,thailand,-7.634035286,7.99472875,3.400000095,100.2404737,61745217,-8.765114592,30,61,0.1947,0.0051
1999,25,thailand,4.572307751,0.284726459,2.970000029,100.7062887,62442651,3.404319498,32,68,0.2118,0.0052
2000,25,thailand,4.455247043,1.591969175,2.390000105,121.2979554,63066603,3.421814811,32,60,0.2166,0.005
2001,25,thailand,3.44424901,1.626908873,2.599999905,120.2679663,63649892,2.496283653,32,61,0.2319,0.005
2002,25,thailand,6.149036052,0.697308977,1.820000052,114.969743,64222580,5.202479885,32,64,0.2218,0.0104
2003,25,thailand,7.189243303,1.804349946,1.539999962,116.6928197,64776956,6.271893252,33,70,0.2367,0.0032
2004,25,thailand,6.289342143,2.759149262,1.50999999,127.4118737,65311166,5.419952834,36,64,0.2314,0.0092
2005,25,thailand,4.187638429,4.540369196,1.350000024,137.8538668,65821360,3.380060038,38,59,0.2286,0.01
2006,25,thailand,4.967810892,4.63747436,1.220000029,134.0869462,66319525,4.179335862,36,63,0.2259,0.0116
2007,25,thailand,5.435151691,2.241540953,1.179999948,129.873227,66826754,4.6348769,33,84,0.2203,0.0133
2008,25,thailand,1.725698849,5.468489496,1.179999948,140.4370115,67328239,0.968009165,35,80,0.231,0.0084
2009,25,thailand,-0.690618232,-0.845716092,0.949000001,119.2694189,67813654,-1.401481911,34,84,0.2169,0.0187
2010,25,thailand,7.513390533,3.247588424,0.620000005,127.2505226,68270489,6.793959919,35,87,0.2266,0.0086
2011,25,thailand,0.840132083,3.808790581,0.660000026,139.6754072,68712846,0.190947238,34,80,0.2192,0.0151
2012,25,thailand,7.242796202,3.014899503,0.579999983,137.6749385,69157023,6.554004502,37,87,0.2163,0.0107
2013,25,thailand,2.687495563,2.184886185,0.25,132.4622742,69578602,2.065308706,35,101,0.2015,0.0261
2014,25,thailand,0.984468864,1.895141819,0.579999983,130.9054954,69960943,0.432582323,38,84,0.2045,0.0188
2015,25,thailand,3.134047249,-0.900424963,0.600000024,124.8396622,70294397,2.644812515,38,76,0.1919,0.0329
2016,25,thailand,3.435157717,0.188149704,0.689999998,120.5752273,70607037,2.977158499,35,101,0.1933,0.0149
2017,25,thailand,4.177681032,0.665631893,0.829999983,120.8914274,70898202,3.749843744,37,96,0.1879,0.0149
2018,25,thailand,4.222870287,1.063897542,0.769999981,120.8418647,71127802,3.886439661,36,99,0.1779,0.0149
2019,25,thailand,2.151656122,0.706728601,0.720000029,109.6684955,71307763,1.893853697,36,101,0.1776,0.0149
2020,25,thailand,-6.19548916,-0.845937147,1.100000024,97.82492568,71475664,-6.415842078,36,104,0.1776,0.0149
2021,25,thailand,1.533835584,1.230395413,1.417999983,116.6571964,71601103,1.355957001,35,110,0.1776,0.0149
